game_title,description,genres
Until Dawn,Until Dawn is a branching narrative survival horror game in which any choice of action by the player may cause other consequences later in the story. It was rebuilt from the ground up with stunning visuals in Unreal Engine 5.,"['Action', 'Adventure', 'Horror', 'Romance', 'Thriller']"
Borderlands 3,"In this FPS/RPG, Troy and Tyreen Calypso learn of other Vaults beyond the planet Pandora, and form a violent cult named the ""Children of the Vault"" to gain possession of them, while Lilith recruits the ""Vault Hunter"" to get to them first.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Romance', 'Sci-Fi']"
Mortal Kombat 11,"When a time lord starts merging past with the present, versions of heroes from both Mortal Kombat timelines must unite to right past wrongs and save the world.","['Dark Fantasy', 'Martial Arts', 'Splatter Horror', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'War']"
Wolfenstein II: The New Colossus,"In 1961, BJ Blazkowicz and his ragtag team of allies arrive in Nazi-controlled America on a mission to recruit the boldest resistance leaders left and restart the American Revolution.","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']"
Assassin's Creed III,"The American Colonies, 1775. It's a time of civil unrest and political upheaval in the Americas. As a Native American fights to protect his land and his people, he will ignite the flames of a young nation's revolution.","['Action Epic', 'Action', 'Adventure', 'History', 'Sci-Fi', 'War']"
RoboCop: Rogue City,"Become the iconic part man, part machine, all cop hero as you attempt to bring justice to the dangerous, crime-ridden streets of Old Detroit.","['Cyberpunk', 'Dystopian Sci-Fi', 'Police Procedural', 'Action', 'Crime', 'Sci-Fi', 'Thriller']"
Pillars of Eternity II: Deadfire,"Eothas has returned and now inhabits the stone titan that sat buried under your keep, Caed Nua. Ripping his way out of the ground, he destroyed your stronghold and left you at the brink of death. To save your soul, you must track him down.","['Action', 'Adventure', 'Fantasy']"
Mad Max,"Max Rockatansky, a former highway patrol officer known across the post apocalyptic wasteland of Australia as Mad Max, has his V8 Interceptor stolen by Immortan Joe's warlord son, Scrotus. Max goes on a bloody crusade to take it back.","['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']"
inFamous: Second Son,"Delsin Rowe, a rebellious youngster in Seattle becomes aware of his incredible powers after a confrontation with an escaped inmate. But when his abilities come under the attention of the D.U.P., he is faced to battle them.","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']"
Deadpool,"With the help of Cable, Rogue, Wolverine and many other heroes, Deadpool must stop Mister Sinister, while trying to make his video game really awesome and going over budget countless times.","['Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
Brütal Legend,"Eddie Riggs, a roadie, is transported to a fantasy world inspired by the artwork of heavy metal album covers, and becomes the world's savior, leading the down-trodden humans against a range of supernatural overlords.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Music', 'Sci-Fi']"
James Bond 007: Everything or Nothing,"007 and Serena St. Germaine discover that Katya Nadonova's project, nanobots designed to repair nuclear reactors; have been stolen by Nikolai Diavolo. Together the two set off to new Orleans and beyond to confront Diavolo.","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Stray Gods: The Roleplaying Musical,"Play as Grace in a world where Greek Gods live in hiding in this interactive roleplaying musical. Draw friends, foes and lovers into song using your powers of musical persuasion to unravel the mystery of the Last Muse's death.","['Psychological Drama', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Music', 'Musical', 'Mystery', 'Romance']"
The Matrix Awakens: An Unreal Engine 5 Experience,"THE MATRIX AWAKENS: AN UNREAL ENGINE 5 EXPERIENCE' is a free, cutting-edge cinematic and open world interactive tech demo that combines the power of PlayStation®5 with UE5. An original concept written and cinematically directed by Lana Wachowski and James McTeigue, Keanu Reeves a... Read all","['Action', 'Sci-Fi']"
Need for Speed: Underground,"Reboot of the franchise, featuring visual upgrades, a career mode, and garage mode that allows players to fully customize their cars with a large variety of performance brands.","['Action', 'Crime', 'Sport']"
Devil May Cry 4,A young knight named Nero comes to grips with his newly found power as his beliefs and allegiance are tested when he witnesses Sparda's legendary son Dante slaughter his fellow warriors.,"['Dark Fantasy', 'Action', 'Adventure', 'Fantasy', 'Horror']"
X-Men Origins: Wolverine,"Based on the film, the player controls Logan, a veteran who used to work for William Stryker in his gang of mutants. Now, Stryker has come back to Logan for help. Play as Wolverine as you hunt down Sabretooth and fight other mutants.","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
The Saboteur,"Sean, an Irish racing driver, must help out the French resistance during WWII. The death of his friend Jules, gives him the reason to risk his life.","['Action', 'Adventure', 'Thriller', 'War']"
Returnal,Roguelike about an astronaut trying to reach the source of a strange signal on a surreal forbidden planet where each time she gets killed by the hostile aliens she's sent back to the moment she arrived on the alien world.,"['Psychological Horror', 'Space Sci-Fi', 'Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi']"
Far Cry,"Jack Carver, a charter-boat businessman in Micronesia finds himself trapped on a mad scientist's private tropical island with ruthless mercenaries and worse.","['Action', 'Adventure', 'Sci-Fi']"
As Dusk Falls,"As Dusk Falls is an original interactive drama from INTERIOR/NIGHT that explores the entangled lives of two families across thirty years. Starting in 1998 with a robbery-gone-wrong in small town Arizona, the choices you make have a powerful impact on the characters' lives in this... Read all","['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Grand Theft Auto: Liberty City Stories,Toni Cipriani works for Don Salvatore Leone and must clear Salvatore's path against the other gang organizations contending to be the boss of the crime world.,"['Action', 'Crime', 'Drama']"
Bayonetta,"A trigger happy witch wakes up with no recollection of who or where she is, when a flashback takes her 500 years back in time and leads her on a quest to retrieve artifacts known as ""Eyes of the World"".","['Action', 'Adventure', 'Fantasy']"
Sonic Generations,"An unknown enemy causes the appearance of multiple ""time holes"", forcing Sonic and his friends back in time. As a result, Sonic must band together with his past self to defeat this enemy and fix the timestream.","['Animal Adventure', 'Superhero', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Diablo III,"Twenty years after the events of Diablo II (2000), Deckard Cain and his niece Leah are in Tristram Cathedral when a mysterious star falling from the sky strikes the Cathedral, creating a deep crater into which Deckard Cain disappears.","['Action', 'Adventure', 'Fantasy', 'Horror']"
Stargate SG-1: Unleashed,"The Goa'uld Sekhmet is released from the canopic jar and plots his revenge against the Earth. After Jack O'Neill from the alternate timeline appears at the SGC, the original team is sent to discover and counter the sinister plot by Sekhmet.","['Action', 'Sci-Fi']"
Plants vs. Zombies,"In a quiet suburb, a home owner aided by a botanical arsenal must defend their house against the invading undead.","['Action', 'Comedy', 'Family', 'Fantasy', 'Horror']"
007: Nightfire,"James Bond is on a mission to investigate about a stolen space weapon platform. Raphael Drake, who is an industrialist that takes on a job to disarm nuclear missiles, is suspected to secretly using them to start a nuclear holocaust.","['Action', 'Adventure']"
The Getaway,"The kidnapping of Mark Hammond's son leads him on a journey through London's criminal underworld as he does jobs for the kidnapper, crime lord Charlie Jolson, in order to clear himself of his wife's murder. Meanwhile, DCI Frank Carter searches through the empire for answers.","['Action', 'Crime', 'Drama', 'Thriller']"
Catherine,"Vincent Brooks, who is being pressured into marriage by his current girlfriend, is plunged into a surreal nightmare world every time he falls asleep after having an affair with a mysterious girl named, Catherine.","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Romance']"
Yakuza 5,"The story begins in Fukuoka with Daigo Dojima having met with Tadashi Madarame, the patriarch of the local clan. Daigo then leaves to meet discreetly with Kazuma Kiryu who now lives under the alias of Taichi Suzuki as a cab driver. He goes home for the night and has a chat with M... Read all","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Prince of Persia: The Lost Crown,Prince of Persia: The Lost Crown is an upcoming 2.5D platform action-adventure video game developed and published by Ubisoft.,"['Action', 'Adventure', 'Fantasy']"
Wolfenstein 3D,An American P.O.W. is trying desperately to escape from the Nazi prison Wolfenstein during World War II.,"['One-Person Army Action', 'Action', 'Adventure', 'Sci-Fi', 'War']"
Buffy the Vampire Slayer: Chaos Bleeds,Buffy and the gang set out to stop Ethan Rayne and the First Evil from creating a dimensional bleed that will consume humanity forever.,"['Dark Fantasy', 'Action', 'Adventure', 'Fantasy']"
Bendy and the Dark Revival,"Audrey, a traditional animator working at Joey Drew Studios, is abducted by a mysterious man named Wilson, who claims to have vanquished the Ink Demon 211 days earlier.","['Action', 'Adventure', 'Horror']"
Finding Bigfoot,You have a unique opportunity to gather a team of friends or go on a solitary expedition to the forests of wild reserves and feel like a real hunter for Bigfoots.,"['Psychological Horror', 'Action', 'Adventure', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
Euro Truck Simulator 2,Euro Truck Simulator 2 gives you the chance to become a real truck driver from the comfort of your home. Featuring licensed trucks with countless customization options and advanced driving physics.,['Sport']
Divinity: Original Sin,Two Source Hunters who devote their lives to ridding a mysterious energy known as Source from the world of Rivellon are tasked with something much larger when the fate of their world is placed into their hands.,"['Action', 'Adventure', 'Fantasy']"
Naruto Shippûden: Ultimate Ninja Impact,"NARUTO SHIPPUDEN: Ultimate Ninja Impact revolutionizes the Ultimate Ninja series with the all new 'Rush Battle System'. With this new battle system, players are challenged to trust their instincts as they face off against hordes of enemies in 1 Vs. 100 battles. Players will also ... Read all",['Adventure']
